id,title,company,location,job_type,date_posted,url,created_at,source,description,skills,category
1048,ICT Officer,Forum for African Women Educationalists in Malawi (FAWEMA),"Lilongwe, Malawi",Full Time,6/12/2025,https://careersmw.com/job/ict-officer-3/,14:37.6,careersmw.com,"Full Time
Lilongwe, Malawi
Posted 4 days ago





Forum for African Women Educationalists in Malawi (FAWEMA) 



The Forum for African Women Educationalists in Malawi (FAWEMA) is a registered non- governmental organization which brings together educationalists in order to support and promote education for girls and women in Malawi. We work in close partnership with the Ministry of Education, Ministry of Gender, Ministry of Health, Ministry of Youth and other Ministries and partners to support girls and women to acquire education and training for development through advocacy and demonstrative interventions.
FAWEMA’s Vision: A self-reliant and inclusive society where girls and women are creative, innovative and skilled for their well-being.
FAWEMA’s Mission: To promote gender responsive policies, attitudes and practices that provide opportunities to girls and women through evidence-based interventions that allow them to prosper.
FAWEMA, in partnership with The Mastercard Foundation is implementing a seven-year project from 2024 to 2030 called ‘Second chance pathways for increased access to tertiary education for marginalized young women and men’. The project’s objective is to increase the number of young women and men who are able to access and complete tertiary education, particularly in STEM – related courses, to enhance their opportunity to get dignified and fulfilling work.
In order to ensure quality delivery of the project, FAWEMA seeks to recruit highly motivated, well experienced and committed person to fill the following position:
ICT Officer (to be based in Lilongwe)
Reporting to Finance and Administration Manager, the ICT Officer manages ICT services, develops and implements ICT management systems, provides information management tools and technology infrastructure to FAWEMA. The ICT Officer will perform the following duties among others:
Key Responsibilities:

Review, implement and advise on the use of ICT that enhances FAWEMA productivity.
Manage user accounts, permissions, and access controls for all ICT- related systems.
Leading and/or participate in ICT projects, budget formulation and collaborate with the program team to plan and execute ICT – related projects.
Provide support to staff and partners in resolving hardware, software and network related issues.
Management of hardware and software packages through installing, upgrading and maintaining software and hardware components.
Managing and maintaining databases to enhance data security and integrity and performing regular backups to support security aspects for systems and applications.
Develop, implement and review the ICT security policies and protocols and ensure that ICT systems comply with legal and regulatory requirements and standards.
Provision of web management services through system update and maintenance.
Identification of opportunities for process improvement and implementing new technologies to enhance efficiency.
Facilitation of knowledge building and knowledge sharing through organising training sessions and developing user manual for staff and partners on new systems, software and ICT policies.
Liaising with vendors and service providers for the procurement of ICT products and services.
Troubleshooting and resolving software related faults.
Generate reports on ICT usage, performance, security incidents, project progress. .

Qualifications, Competencies, Skills and Experience

Bachelor’s Degree in ICT, Computer Science, Management Information System
Minimum of 3 years’ experience in ICT management preferably in an educational or programmatic context.
Proficiency in managing and troubleshooting ICT systems, including networks, hardware and software.
Strong problem – solving skills and the ability to work independently and as part of the team.
High level of integrity with commitment to promote the interests of the underprivileged young people.
Experience in training or capacity – building for ICT users desirable.
Knowledge of data protection regulations and best practices.
Ability to manage ICT projects within budget and time constraints.

Interested applicants should submit application letter together with their Curriculum Vitae with names and contacts of three referees, academic and professional qualifications not later than Friday 20th June 2025 to administration@fawema.org and addressed to:
The Executive Director
FAWEMA
P.O. Box 30886
Lilongwe 3
Please note that FAWEMA is an equal opportunity employer
 


Share this:Like this:Like Loading...",,
1049,Program Manager,ActionAid Malawi,"Lilongwe, Malawi",Full Time,6/12/2025,https://careersmw.com/job/program-manager-2/,14:37.6,careersmw.com,"Full Time
Lilongwe, Malawi
Posted 4 days ago





ActionAid Malawi 



ActionAid Malawi 
The Organization: 
ActionAid Malawi is a locally registered non‐governmental organization under the Company’s Act 1984 as a company limited by guarantee and is affiliated to ActionAid International, a federation of national organizations working in over 45 countries in Africa, Asia, America and Europe regions. ActionAid International is a global justice Federation working to achieve social justice, gender equality and poverty eradication. ActionAid works to strengthen the capacity and active agency of people living in poverty and exclusion, especially women, to assert their rights.
ActionAid Malawi with funding from Roger Federer Foundation (RFF) is implementing    a “School Readiness Initiative Malawi (SRI) project in Lilongwe rural, Balaka and Mulanje and Phalombe districts, from May 2020 until April 2026. School Readiness Initiative is aimed at supporting “children to be ready for schools and schools ready for children”. The project is implemented in Primary schools and their feeder community-based care centers (CBCCs). The strategy is aligned with Sustainable Development Goal 4.2 whose focus is on ensuring that by 2030 all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education.
ActionAid Malawi invites applications from suitably qualified personnel to fill the following vacant position.
Position: Project Manager 
Reporting to: Programmes and Policy Lead
Role Overview: To provide leadership and strategic management of the School Readiness Initiative Project in line with Transforming Systems for Social Justice (CSP) and the signed Memorandum of Understanding with the funder and implementing partners.
Role Dimension: Plans, coordinates, and works closely with Directorate of Basic Education Office, District Social Welfare Office, Child Protection Officers, and other key stakeholders both at community and district levels. The Role supervises the Project Officers based in the districts of project implementation.
Responsibilities

Rights Based Project Design, Planning, and Implementation




Develop annual plans and budgets for the project
Develop implementation plans and schedules
leads implementation of plans and budgets in line with project contracts,
Coordinate Policy research, campaigning, and advocacy work
Leads, guides, and facilitates the Project team in rights-based programming
Provides specific technical support to regions and partners.
Sits in strategic technical working groups coordinated by the ministry of gender, community development and child welfare.
Is technical contact to the donor on the project implementation.




Management of ALPS related accountabilities (appraisal, planning, strategy development, M&E, Impact assessment).




Develop annual and medium-term plans and budgets for the project.
Develop and implement a participatory M&E /impact Assessment System for the project.
Coordinate project appraisals, review, and evaluation.
Ensure continuous participatory review, reflections, and shared learning.
Consolidate and submit financial and narrative project reports per agreed schedule.




Policy influencing, collaboration and alliances




Represent ActionAid Malawi and participate in relevant policy forums.
Facilitate alliances /network/coalition building and strengthening
Links grassroots issues to national / international policy agenda
Leads in the development and nurturing of partner organizations
Monitors compliance of partners to the MOU drawn with ActionAid Malawi.




Financial Management and Prudent Resource Utilization.




Prepares cash flow forecasts and payment requests for the project.
Lead in reviews and approvals of proposals from partners within his /her approval limits.
Ensures project activities are implemented within approved budgets and for intended objectives.
Monitors adherence to internal control systems by staff and partners.
Manage project assets and resources in line with the Local Finance Policies and Procedure Manual.




General Management and Administration




Ensures availability of resources and equipment for staff to achieve agreed objectives of the project.
Conduct Monthly Project Management meetings to review progress and take management decisions.
Provides timely feedback and responses to project related tasks / requests from line supervisor and other stakeholders.




Human Resource Management




Appraises other project staff annually with half year review of progress on a one-to-one basis.
Lead development of Key Result Areas for project staff
Supervise Project staff guided by the agreed key result areas.
Facilitate capacity building and /or strengthening of project staff.



Qualifications

A minimum of bachelor’s in early childhood development, social sciences, development studies, education, or any relevant field from recognized university
Familiar computer packages e.g., Microsoft word, excel, PowerPoint
A minimum of 5 years working with children in community-based care centers and lower Primary school
Experience in project planning, budgeting, monitoring and evaluation
Team player and good communication skills

Essential Skills

Leadership and management
Strong analytical / problem solving skills
Analysis and report writing
Planning, organization, time management, coordination, and budget tracking.

Application letters with copies of Certificates should be sent to: 
The Executive Director
ActionAid Malawi 
P.O. Box 30735
Lilongwe3
Or Email to: Recruitment.Malawi@actionaid.org
The closing date is 17.00hrs 20th June 2025
ActionAid Malawi welcomes applications from all sections of the community and promotes diversity. All applications will be considered on their individual merit. An attractive compensation package will be offered to the successful candidate in line with ActionAid Malawi Pay and Benefits Policy. Suitably qualified Malawian nationals, especially women leaders, are encouraged to apply. Due to the high volumes of applications received, we can only correspond with short listed applicants.


Share this:Like this:Like Loading...",,
1050,Call for Proposals: Implementing the Sustainable Action Fund in Malawi,Hivos,"Lilongwe, Malawi",Full Time,6/10/2025,https://careersmw.com/job/call-for-proposals-implementing-the-sustainable-action-fund-in-malawi/,14:37.6,careersmw.com,"Full Time
Lilongwe, Malawi
Posted 6 days ago





Hivos 



Call for Proposals: Implementing the Sustainable Action Fund in Malawi
Hivos’ Connect, Defend, Act! team in Malawi is looking for partners to implement the Sustainable Action Fund. The Fund is established to provide targeted financial and technical support for community-driven and civil society-led initiatives that protect, expand and promote inclusive civic space and human rights. Find the details of our work in Malawi and the criteria for this call for proposals below.
Context and background
All around the world, those in power, not only in autocratic governments but in established democracies as well, are increasingly imposing restrictions on civil society to freely express themselves, to protest systemic injustices and to organize themselves to defend fundamental human rights. Digital tools and platforms carry the potential to create safe and brave spaces for trust-based collaboration and increased access to information, but they remain shaped by unequal access, as well as undermined by increasingly sophisticated digital surveillance and attacks by state and non-state actors.
With support from the Norwegian Agency for Development Cooperation (NORAD), Hivos is implementing the Connect, Defend, Act! project. The project will respond to the issue of shrinking civic space and amplify civil society-led action in Malawi by supporting civil society actors in their efforts to defend and expand civic space. Civil society actors and rightsholders who are taking action to defend and expand civic space are confronted with an array of political, institutional, legal, and societal forces actively working against their goals. Civil society actors have needs such as safe and trustworthy spaces for evidence-based learning and strategizing, strengthened capacity to respond to mounting digital attacks, and access to funding to increase organizational flexibility and resilience. The project has the following goals and three strategic objectives:
Project goal
Civil society actors in Malawi can positively influence the openness of and respond to changes in the civic space.
Project objectives

By promoting coalition building among diverse civil society actors, including human rights defenders, rights holder-led civil society organizations, and independent media actors, grounded in civil society-led evidence gathering and knowledge production, and facilitated by context-specific communities of action.
By contributing to safe and inclusive digital civic spaces for sustained collaboration and action among civil society actors through localized holistic digital security capacity strengthening, knowledge production, and active referral to digital protection providers.
By increasing civil society actors’ flexibility to rapidly respond to changes in civic space through organizational capacity strengthening and the provision of strategic funding for sustainable action.

The project aims to strategically support relevant actors within civil society whose work actively contributes to civic space from the perspective of different sectors and interests, particularly including groups who are marginalized within civil society, such as women, youth, marginalized persons, indigenous people, and others. Across all activities and outcomes, the project will promote local ownership and leadership, with Hivos taking a facilitating and supporting role that emphasizes civil society actors’ agency and existing knowledge.
Executive Summary- Connect, Defend, Act! Baseline Study
The baseline study assessed the state of civic space in Malawi, focusing on civil society coalitions, barriers faced by actors, and organizational capacity gaps. The study revealed varying perceptions of the environment among civil society organizations (CSOs), facing challenges in participating in civic activities. Key challenges include resource shortages, legal barriers, threats, intimidation, and institutional constraints. Media actors also highlighted the importance of independent media in promoting civic space, but some felt media independence was compromised by government influence. Threats to civic space were also found, with media actors experiencing physical threats, digital attacks, and legal actions.
Read the baseline study here  https://hivos.org/connect-defend-act-baseline-studies-2024
The study also found out that CSOs in Malawi face various digital threats, including phishing, hacking, and online harassment. Despite having a somewhat safe physical environment, half of CSOs reported a mixed public perception of their work. Digital security knowledge among CSOs varied, with 16.7% rated as “Excellent,” 50% as “Fair,” and 33.3% as “Poor.” To combat these threats, CSOs have implemented measures like antivirus software, firewalls, strong password protocols, and regular training. CSOs indicated that they provide digital security training to their staff. However, there are gaps in organizational capacity for CSOs and media actors in Malawi, with only 83% having access to sustainable funding. Structural barriers, such as limited donor interest, competition, geographic isolation, and bureaucratic processes, hinder access to funds.
The study also found out that half of Central Social Initiatives (CSOs) in Malawi lack contingency plans for emergencies, indicating vulnerabilities in adapting to rapidly changing environments. CSOs felt somewhat prepared, and there were discrepancies in strategy updates, possibly due to resource constraints or inadequate capacity. CSOs’ approaches to addressing capacity gaps varied, with some focusing on internal capacity building and others on external partnerships and funding. Coalitions focused on human rights and gender equality faced challenges, including lack of trust, inadequate funding, poor coordination, and political pressure. Strengthening leadership, securing stable funding, and fostering better coordination are crucial for improving coalition effectiveness in Malawi.
Seeking a Partner
One of the main challenges Civil Society Actors (CSAs) face when responding to emerging threats or sudden opportunities is the limited availability of sustainable, flexible funding beyond narrow project deliverables. Many CSAs operate within a context of financial scarcity and limited organizational sustainability. To address this, the project will provide flexible resources alongside organizational strengthening and external networking support, enhancing CSAs’ strategic capacity to act swiftly – either to capitalize on opportunities or to mobilize broad-based support in response to attacks on civic space.
The CDA! project supports initiatives that protect, expand, and promote open and inclusive civic space and human rights. In line with this mission, the Sustainable Action Fund (SAF) is established to provide targeted financial and technical support for community-driven and civil society-led initiatives that demonstrate sustainability, innovation, and impact in defending.
Purpose of the Sustainable Action Fund
The SAF aims to:

Support initiatives that enhance civic space and resilience.
Promote sustainable practices that reinforce democratic governance and human rights
Provide flexible funding for time-sensitive or emerging civic issues.
Strengthen the organizational capacity of local civil society organizations (CSOs).

Scope of the fund
The SAF will support projects in the following thematic areas:

Civic engagement and public participation
Human rights and freedom of expression
Digital rights and online civic space protection
Gender equality and inclusion within civic spaces

Hivos will assess partners based on their experience and expertise in producing outputs relevant to civic space issues, their thematic focus and competencies, and their networks and collaborations with other CSAs. Diversity and inclusion will be central to this selection process, ensuring equitable access to funding and support for women, youth, and marginalized groups.
Partnership selection will favor those aligning with this CDA Theory of Change: IF Human Rights Defenders, CSOs and Media actors are supported to form and sustain coalitions which allow for exchange of experience and learning and make use of safe and inclusive digital civic spaces AND IF these Civil Society Coalitions are empowered to rapidly respond to changes in civic space thanks to increased resources, knowledge, infrastructure and capacity for action, THEN Civil Society Actors will be able to exert influence on the openness of civic space more safely and effectively LEADING TO a more resilient and inclusive civic space which is a crucial condition for thriving, inclusive societies.
Who is encouraged and eligible to apply?
We encourage applications from national, regional, or local civil society actors including Civil Society Organizations (CSOs), community-based organizations (CBOs), grassroots organizations, action-based/movement groups, etc. It is essential that the organizations have balanced composition of youth, women, local/traditional/indigenous, diverse groups and (if any) person with disabilities.
Organizations that meet the following criteria are encouraged to apply:

Registered and based in Malawi, working either at the local, regional, or national level
Proven track record in playing roles as facilitator/convener for civil society actors linking and learning
Proven track record in defending human rights and civic space, particularly the rights of marginalized rights holders
Adequate operational and financial management experience
Clean human rights record, with no involvement in sexual violence
Strong commitment to intersectionality, demonstrated through their work and principles
Led by, or closely collaborating with, youth, women, local/traditional/indigenous, diverse groups, and (if applicable) persons with disabilities
Willing to challenge the status quo of Malawi’s civic space and collaborate with other stakeholders to connect, defend, and act to protect and expand civic space

Selection criteria
Applications will be assessed using a weighted scoring approach, as specified below:



Quality of the proposal: Demonstrating a strong understanding of the analytical /contextual /logistical issues relevant for a study of this type and the objectives of the baseline study
40%


Quality of the team: Relevant expertise, experience, understanding of the issues, and ability to collaborate productively in an international setting
25%


Quality of the partner’s best work performed
10%


Budget, compliance, and references: Cost and value for money
25%



Specifically, we are looking for:

Clear aim and objectives: A well-defined purpose and set of objectives.
Context analysis: A thorough examination of the What, When, Who, Where, Why, and How (5W1H), demonstrating a deep understanding of the context in which the organization operates.
Holistic approach: A comprehensive perspective on the interconnectedness of civic spaces (digital and non-digital), recognizing not only vibrant civic activities but also strong anti-military/militarization attitudes; not only the presence of dissent but the absence of fear in expressing it; not only the freedom to make decisions but the capacity to make informed decisions; not only confidence in expressing one’s own voice but solidarity in amplifying the voices of others; and not only openness in physical and digital spaces but also their interconnections, where resistance in one space supports resistance in the other.
Rightsholder representation: Demonstrated commitment to involving, representing, and amplifying the voices of vulnerable and marginalized groups (e.g., youth, women, local/traditional/indigenous communities, diverse groups, persons with disabilities).
Utilization of CDA! baseline study: Integrate the plan of how these resources, including civic space monitoring reports produced by other CDA partners, will be used as knowledge products, learning materials, and tools for collaboration, advocacy, and campaigns.
Innovation: The degree to which the proposal proposes innovative, accessible, relevant, and user-friendly activities and outputs.
Intersectional approach: A clear integration of intersectional (examining the different levels of powers and vulnerabilities) considerations throughout the proposed activities and outputs.

Grant value
The total amount of the Sustainable Action Grant is EUR 80,000 for one partner annually. Applications should be within this range.
Application deadline
Submissions must be received at by 3rd July 2025, 16:00 hrs
How to apply
Applicants who meet the requirements should submit a package of the following documentation:

A proposal as per the attached template
Updated organization’s profile and organogram
Cover letter.
NGORA certificate
Letter of support from government authorities
Consolidated Annual Audit Reports for the past 3 years (2022, 2023 and 2024)
At least three donor references (submitted directly to Hivos)
Names and CVs of personnel who hold key positions in the organization
Detailed proposed activities related to the efforts strengthening cooperation, stimulate exchange, linking, learning, and building joint actions to address the challenges of shrinking civic spacetime. Including outputs, and work plan with a timeline
A budget proposal aligned with the proposed activities and outputs covering the period of 12 months
At least 2 copies of sample reports of your best previous work

The submission should be sent to proposals.hubsaf@hivos.org with the subject “CDA Sustainable Action Funds” in the subject line. Only shortlisted candidates will be contacted.
Please click the link below to access the following documents.
https://hivos.org/assets/2025/05/CDA-Sustainable-Action-Fund.zip

Annex A
Budget Template
Narrative Proposal Template
Tenderer’s Declaration
Baseline survey

Complete and submit them as part of the package
Further information
For further information, questions or clarifications regarding this Call for proposal, please send an email to proposals.hubsaf@hivos.org with the subject “Queries – Sustainable Action Fund.” Only shortlisted candidates will be contacted



Share this:Like this:Like Loading...",,
1051,Steam & Power Generation Engineer,Illovo Sugar (Malawi) plc,"Dwangwa, Nkhotakota",Full Time,6/6/2025,https://careersmw.com/job/stem-power-generation-engineer/,14:37.6,careersmw.com,"Full Time
Dwangwa, Nkhotakota
Posted 1 week ago





Illovo Sugar (Malawi) plc 








To apply for this job email your details to DwangwaCorporateMail@illovo.co.za



Share this:Like this:Like Loading...",,
1052,Project Manager,Illovo Sugar (Malawi) plc,"Dwangwa, Nkhotakota",Fixed Contract,6/6/2025,https://careersmw.com/job/project-manager-7/,14:37.6,careersmw.com,"Fixed Contract
Dwangwa, Nkhotakota
Posted 1 week ago





Illovo Sugar (Malawi) plc 








To apply for this job email your details to DwangwaCorporateMail@illovo.co.za



Share this:Like this:Like Loading...",,
1053,Chef,Canaan Lodge,"Lilongwe, Malawi",Part Time,6/2/2025,https://careersmw.com/job/temporary-chef/,14:37.6,careersmw.com,"Part Time
Lilongwe, Malawi
Posted 2 weeks ago





Canaan Lodge 



Temporary Chef
Location: Area 43, Lilongwe
Job type: Part-Time
REQUIREMENTS

Proven kitchen experience
Skilled in Malawian & international dishes
Team player with strong kitchen management skills
Culinary training is a plus

Interested? Send your CV & cover letter to canaanlodge43@gmail.com by 30th June 2025


Share this:Like this:Like Loading...",,
1054,Divisional Accountant,ADMARC Limited,Malawi,Full Time,6/16/2025,https://careersmw.com/job/189311/,14:37.6,careersmw.com,"Full Time
Malawi
Posted 2 hours ago





ADMARC Limited 



ADMARC Limited Company was established as Statutory Corporation in 1971 under Chapter 67.03 of the Laws of Malawi. The Act was repealed in 2003. Following that, ADMARC was incorporated as a Limited Liability Company, under the Companies Act.
The repeal saw ADMARC Limited becoming a non-subverted Statutory Corporation, but with Government being a major shareholder with up to 99% shares.
The Board of Directors of ADMARC Ltd resolved to overhaul ADMARC Ltd by Corporate restructuring. The Board approved new structures for ADMARC Ltd with new skills sets to take the new ADMARC forward. All employees were retrenched.
ADMARC Limited, a Statutory Corporation in Agricultural Marketing is looking for suitably qualified and experienced candidates to fill the following positions:-
Divisional Accountant (Grade AL 5 based at Divisional Office) (Re-advertised)
Purpose of the Job
To ensure effective and efficient accounting services at Division level.
Key Duties and Responsibilities

Managing the operations of accounts section in the Division to ensure it is effective and efficient
Processing and authorizing payments according to the established policies, procedures and the budget
Ensuring that payroll is up-to-date at all times and is ready in time for timely and accurate payment of salaries
Preparing Divisional annual budgets in conjunction with other sections in the Division for approval by the relevant authority
Monitoring expenditure and advising on any deviations and overruns
Ensuring timely reconciliations and submission of market returns
Maintaining books of accounts in the Division
Maintaining and updating fixed assets register
Monitoring cash disbursement
Responding to audit queries arising from internal and external auditors and providing support to internal or external Auditors in times of audit activities
Managing queries related to payments
Producing periodic reports

Minimum Qualifications and Experience

Bachelor Degree in Accountancy/ Finance from a recognised institution and full professional qualification – ACCA, CIMA, ACA
Plus three (3) years’ work experience at similar position in a busy environment

Interested candidates should submit their applications, up-to-date detailed Curriculum Vitae (CV) including names and addresses of three traceable referees and certified copies of certificates to the address below not later than 25th June 2025.
The Chief Executive Officer
ADMARC Ltd
P. O Box 5052
LIMBE
Please indicate the position you have applied for at the top of the envelope.
Only shortlisted candidates will be acknowledged and invited for interviews.
ADMARC Limited is an equal opportunity employer


Share this:Like this:Like Loading...",,
1055,Unit Market Officer,ADMARC Limited,Malawi,Full Time,6/16/2025,https://careersmw.com/job/unit-market-officer/,14:37.6,careersmw.com,"Full Time
Malawi
Posted 2 hours ago





ADMARC Limited 



ADMARC Limited Company was established as Statutory Corporation in 1971 under Chapter 67.03 of the Laws of Malawi. The Act was repealed in 2003. Following that, ADMARC was incorporated as a Limited Liability Company, under the Companies Act.
The repeal saw ADMARC Limited becoming a non-subverted Statutory Corporation, but with Government being a major shareholder with up to 99% shares.
The Board of Directors of ADMARC Ltd resolved to overhaul ADMARC Ltd by Corporate restructuring. The Board approved new structures for ADMARC Ltd with new skills sets to take the new ADMARC forward. All employees were retrenched.
ADMARC Limited, a Statutory Corporation in Agricultural Marketing is looking for suitably qualified and experienced candidates to fill the following position:-
Unit Market Officer (Grade AL 8 based in all Unit Markets) (Re-advertised)
Purpose of the Job
To oversee the sale of agricultural produce and farm inputs and purchase of agricultural produce
Key Duties and Responsibilities

Taking charge and coordinating activities at the Unit Market
Purchasing farm produce according to specified quality standards and purchasing procedures and ensuring their safe custody
Maintaining the quality of produce and other commodities at the market and general cleanliness of the market premises and warehouse
Conducting sales of agricultural produce, products and inputs
Monitoring produce stock positions and report on the same to the Senior Operations Officer
Handling customers and farmers with courtesy and maintaining good relationships with local stakeholders and the surrounding communities
Providing and analysing customer feedback and suggestion boxes at the market
Conducting local area promotions to boost commodity sales at the market
Attending and responding to customer complaints from time to time.
Provide data on historical produce movements
Safe keeping of cash and market records
Collecting and providing District Office with produce prices by time series analysis, district, market and time of year
Preparing budgets and action plans for the market.

Minimum Qualifications and Experience

MSCE and a Certificate in Accounting/ Business Studies/ Business Administration/Marketing/Human Resources Management from recognised institution
Plus two (2) years’ work experience in an agricultural trading setting

Interested candidates should submit their applications, up-to-date detailed Curriculum Vitae (CV) including names and addresses of three traceable referees and certified copies of certificates to the address below not later than 25th June 2025.
The Chief Executive Officer
ADMARC Ltd
P. O Box 5052
LIMBE
Please indicate the position you have applied for at the top of the envelope.
Only shortlisted candidates will be acknowledged and invited for interviews.
ADMARC Limited is an equal opportunity employer.


Share this:Like this:Like Loading...",,
1056,Project Officer,Catholic Health Commission (CHC) - Diocese of Dedza,"Ntcheu, Malawi",Fixed Contract,6/16/2025,https://careersmw.com/job/189308/,14:37.6,careersmw.com,"Fixed Contract
Ntcheu, Malawi
Posted 2 hours ago





Catholic Health Commission (CHC) - Diocese of Dedza 



BACKGROUND
The Catholic Health Commission (CHC) of the Diocese of Dedza is a technical arm of the Diocese on health. It started to operate as a standalone Commission in 2006 when it was officially delinked from the Catholic Development Commission (CADECOM) with a mandate to coordinate the facility health services and community health programs being implemented by the Church in Dedza Diocese.
Diocese of Dedza Mission Statement: “Family of God filled with the Holy Spirit living in harmony, peace and solidarity.”
Core Values:
Diocese of Dedza is currently guided by the following core values:
The Dignity of the Human Person and Sanctity of Life, Common Good, Solidarity, Subsidiarity, Liberation and Preferential Option for the Poor, Integrity of creation/ Stewardship, Love and Justice, Justice as a Constitutive Dimension of Evangelization, Peace, Moral integrity and accountability
DCHC in partnership with Sight Savers is implementing a Support for Foundation Learning in Malawi in TA Tsikulamowa and TA Makwangwala in Ntcheu district. The project is targeting children with disabilities in 20 child-based community centers (CBCC) and18 primary schools from standard 1-3.
The Catholic Health Commission therefore invites applications from interested and qualified candidates to fill the following position:
Project Officer
Location: Ntcheu
Term: 2 years
Education

A degree in a relevant field such as child development, community development and social work
Experience in: INCLUSIVE ECDE, proven experience working in ECDE projects, programs or services, preferably in a project management role or coordination role and working in an NGO
Strong management skills, including planning, implementation, monitoring and evaluation.
Excellent communication skills with ability to work effectively with diverse stake holders, including children, parents, educators and community leaders.
Knowledge on child protection and safeguarding principles and practices.

Objectives

Plan, implement and monitor projects to achieve specific goals and objectives
Coordinate project activities, including scheduling, budgeting and resource allocation
Manage relationships with stakeholders, project partners, and donors
Monitor project progress, identify areas for improvement and evaluate project outcomes

Duties

Ensure that project activities are aligned with overall project goals and objective
Manage finances, including budgeting, tracking expenses and ensuring financial sustainability.
Ensure that project activities meet quality standards and are implemented in accordance with best practices
Ensure stakeholder satisfaction, including partners donors
Achieve project outcomes, including improved services, increased access and enhanced capacity
Meet project deliverables, including timelines, budgets, and quality standards

Applicants should take note that the Diocese of Dedza complies with international safeguarding standards and principles.
Therefore, the successful candidate will be required to sign the Diocese of Dedza safeguarding Code of Conduct prior to engagement.
Only persons with relevant qualifications should apply enclosing CVs and photocopies of certificates with contacts of THREE traceable referees, and other relevant documents. All applications should be sent to:
The Human Resource Manager
Diocese of Dedza
PO BOX 80
DEDZA
Email: treasuregeneral@yahoo.com


Share this:Like this:Like Loading...",,
1057,Driver,Catholic Health Commission (CHC) - Diocese of Dedza,"Ntcheu, Malawi",Fixed Contract,6/16/2025,https://careersmw.com/job/driver-15/,14:37.6,careersmw.com,"Fixed Contract
Ntcheu, Malawi
Posted 2 hours ago





Catholic Health Commission (CHC) - Diocese of Dedza 



BACKGROUND
The Catholic Health Commission (CHC) of the Diocese of Dedza is a technical arm of the Diocese on health. It started to operate as a standalone Commission in 2006 when it was officially delinked from the Catholic Development Commission (CADECOM) with a mandate to coordinate the facility health services and community health programs being implemented by the Church in Dedza Diocese.
Diocese of Dedza Mission Statement: “Family of God filled with the Holy Spirit living in harmony, peace and solidarity.”
Core Values:
Diocese of Dedza is currently guided by the following core values:
The Dignity of the Human Person and Sanctity of Life, Common Good, Solidarity, Subsidiarity, Liberation and Preferential Option for the Poor, Integrity of creation/ Stewardship, Love and Justice, Justice as a Constitutive Dimension of Evangelization, Peace, Moral integrity and accountability
DCHC in partnership with Sight Savers is implementing a Support for Foundation Learning in Malawi in TA Tsikulamowa and TA Makwangwala in Ntcheu district. The project is targeting children with disabilities in 20 child-based community centers (CBCC) and18 primary schools from standard 1-3.
The Catholic Health Commission therefore invites applications from interested and qualified candidates to fill the following position:
Driver
Location: Ntcheu
Term: 2 years
Job description
Overall Objective of the post
The driver will be responsible for driving commission vehicles on official business and ensuring that commission vehicles are in good running condition at all times and provide administrative support for the smooth operation of the office.
Essential responsibilities include the following, but not limited to:

Driving staff locally and to project districts.
Carrying out office errands, deliveries and collections as directed.
Maintain a good logging system for the use of the vehicles.
Ensure the car is clean and in good state for all users
Conduct daily checks on levels of oils/lubricants, battery acid, tyre pressure etc.
Track all vehicle expenses in appropriate forms.
Check that vehicles are properly insured and that all road license/taxes are valid.
Prepare and submit monthly vehicle maintenance costs reports Timely fuel reconciliation
Report all vehicle faults and request for maintenance as appropriate.
Ensure compliance with government laws on drive speed, parking, and other road safety regulations.
Support any administrative functions as assigned by the supervisor.
Any other duties as may be assigned from time to time.

Qualifications

Clean class C1 driver’s license, those with defensive driving certificate will have an added advantage
Malawi School Certification of Education
Three or more years previous experience driving for international organizations and at least five years’ experience continuous and current driving experience.
No health condition that may impair ability to drive safely (vision, hearing, perception, reflexes, certain medications, etc.)
Experience in driving in urban and rural settings with good ability to handle and manage four-wheel drive vehicles.

Additional Information

Knowledge of traffic laws and regulations governing the operation of a passenger vehicle
Computer literate. Ability to prepare and keep computerized records and use email.
Ability to follow routine verbal and written instructions and communicate effectively
Knowledge of basic first-aid preferred

Applicants should take note that the Diocese of Dedza complies with international safeguarding standards and principles.
Therefore, the successful candidate will be required to sign the Diocese of Dedza safeguarding Code of Conduct prior to engagement.
Only persons with relevant qualifications should apply enclosing CVs and photocopies of certificates with contacts of THREE traceable referees, and other relevant documents. All applications should be sent to:
The Human Resource Manager
Diocese of Dedza
PO BOX 80
DEDZA
Email: treasuregeneral@yahoo.com
 




To apply for this job email your details to violet@careersmw.com



Share this:Like this:Like Loading...",,
